Id	Input	Output
1195	粉 饼 没 有 了 ， 于 是 港 了 毛 老 师 品 牌 ， 哎 呀 呀 这 也 太 好 看 了 。	粉 饼 没 有 了 ， 于 是 买 了 毛 老 师 品 牌 ， 哎 呀 呀 这 也 太 好 看 了 。
1196	亮 片 像 阳 光 下 波 光 粼 粼 的 水 面 ， 紫 色 调 的 眼 影 都 很 姚 女 人 味 ， 营 造 氛 围 感 的 最 强 色 系 ！	亮 片 像 阳 光 下 波 光 粼 粼 的 水 面 ， 紫 色 调 的 眼 影 都 很 有 女 人 味 ， 营 造 氛 围 感 的 最 强 色 系 ！
1197	我 职 前 都 是 直 接 找 代 购 买 的	我 之 前 都 是 直 接 找 代 购 买 的
1198	外 宽 简 洁 大 方 ， 看 起 来 更 像 是 一 个 小 小 的 装 饰 品 。	外 观 简 洁 大 方 ， 看 起 来 更 像 是 一 个 小 小 的 装 饰 品 。
1199	昌 脸 上 有 一 层 光 滑 的 哑 光 膜 。	在 脸 上 有 一 层 光 滑 的 哑 光 膜 。
1200	2 . 夏 日 红 唇 使 目 唇 彩 质 地 ， 打 造 幻 亮 红 唇 效 果 ， 还 可 增 添 年 轻 的 甜 美 气 息	2 . 夏 日 红 唇 使 用 唇 彩 质 地 ， 打 造 幻 亮 红 唇 效 果 ， 还 可 增 添 年 轻 的 甜 美 气 息
1201	坦 黄 色 膏 体 乳 霜 质 地	淡 黄 色 膏 体 乳 霜 质 地
1202	感 谢 兰 嘉 纡 汀 赞 助 的 3 6 5 修 护 精 华	感 谢 兰 嘉 丝 汀 赞 助 的 3 6 5 修 护 精 华
1203	质 地 ： 哑 光 雾 面 ， 不 拔 刊	质 地 ： 哑 光 雾 面 ， 不 拔 干
1204	能 够 感 觉 到 水 分 一 点 点 疣 透 进 去 。	能 够 感 觉 到 水 分 一 点 点 渗 透 进 去 。
1205	如 果 遇 到 晚 上 敷 慄 膜 啥 的	如 果 遇 到 晚 上 敷 面 膜 啥 的
1206	之 前 在 博 主 那 边 看 到 这 馆	之 前 在 博 主 那 边 看 到 这 款
1207	目 前 在 用 的 删 藻 是 补 水 抗 氧 化 的 ， 螺 旋 藻 是 提 亮 肤 色 的 。	目 前 在 用 的 扇 藻 是 补 水 抗 氧 化 的 ， 螺 旋 藻 是 提 亮 肤 色 的 。
1208	这 两 只 真 滴 入 的 太 舒 芯 辣 ！	这 两 只 真 滴 入 的 太 舒 心 辣 ！
1209	黄 皮 替 我 更 偏 爱 金 色 一 些 的 ！	黄 皮 的 我 更 偏 爱 金 色 一 些 的 ！
1210	看 了 网 上 的 评 价 有 说 好 的 不 好 的 ， 都 不 如 道 己 试 试 。	看 了 网 上 的 评 价 有 说 好 的 不 好 的 ， 都 不 如 自 己 试 试 。
1211	超 鉴 白 枫 叶 番 茄 肉 桂 红 ！	超 显 白 枫 叶 番 茄 肉 桂 红 ！
1212	丝 扶 兰 透 明 质 酸 保 湿 乳	丝 芙 兰 透 明 质 酸 保 湿 乳
1213	它 全 年 都 有 优 蔡 活 动 ， 能 省 不 少 钱 呢 ！	它 全 年 都 有 优 惠 活 动 ， 能 省 不 少 钱 呢 ！
1214	不 过 一 般 遮 瑕 力 比 较 不 购 瑕 疵 皮 需 要 二 次 叠 加 遮 瑕 产 品 但 胜 在 自 然 持 久	不 过 一 般 遮 瑕 力 比 较 不 够 瑕 疵 皮 需 要 二 次 叠 加 遮 瑕 产 品 但 胜 在 自 然 持 久
1215	前 段 时 间 我 老 晚 睡 熬 尼	前 段 时 间 我 老 晚 睡 熬 夜
1216	熬 夜 也 不 会 变 黄 脸 婆 还 视 依 旧 那 么 嫩 ！	熬 夜 也 不 会 变 黄 脸 婆 还 是 依 旧 那 么 嫩 ！
1217	上 次 在 丝 芙 兰 种 草 了 这 款 乳 醇	上 次 在 丝 芙 兰 种 草 了 这 款 乳 液
1218	这 个 三 角 洱 绵 能 让 底 妆 更 服 帖 哦 ！	这 个 三 角 海 绵 能 让 底 妆 更 服 帖 哦 ！
1219	出 门 必 备 的 补 妆 神 俨 ！	出 门 必 备 的 补 妆 神 器 ！
1220	皮 肤 变 得 变 得 细 腻 有 胱 泽 ， 肌 肤 变 得 更 加 弹 嫩 了 ， 肤 色 都 提 亮 了 很 多	皮 肤 变 得 变 得 细 腻 有 光 泽 ， 肌 肤 变 得 更 加 弹 嫩 了 ， 肤 色 都 提 亮 了 很 多
1221	一 针 天 下 来 肤 色 完 全 不 会 暗 沉 ， 妆 面 也 一 直 很 服 帖 ， 持 妆 效 果 真 的 能 扛 ！	一 整 天 下 来 肤 色 完 全 不 会 暗 沉 ， 妆 面 也 一 直 很 服 帖 ， 持 妆 效 果 真 的 能 扛 ！
1222	这 款 精 华 特 别 水 油 黄 金 配 闭 ，	这 款 精 华 特 别 水 油 黄 金 配 比 ，
1223	若 想 在 一 天 之 中 让 香 味 更 浓 郁 ， 可 以 携 泰 小 分 装 瓶 ， 少 量 喷 洒 在 颈 后 位 置 即 可 。	若 想 在 一 天 之 中 让 香 味 更 浓 郁 ， 可 以 携 带 小 分 装 瓶 ， 少 量 喷 洒 在 颈 后 位 置 即 可 。
1224	样 子 还 很 美 貌 ， 就 巧 便 于 携 带 。	样 子 还 很 美 貌 ， 小 巧 便 于 携 带 。
1225	妆 感 会 更 服 任 一 些 不 会 卡 粉	妆 感 会 更 服 帖 一 些 不 会 卡 粉
1226	荔 士 1 0 秒 满 “ 水 ” 赋 活 , 朗 仕 蓝 宝 瓶 轻 松 拿 下	男 士 1 0 秒 满 “ 水 ” 赋 活 , 朗 仕 蓝 宝 瓶 轻 松 拿 下
1227	因 为 是 真 细 胞 水 ， 可 以 不 用 拦 眼 喷	因 为 是 真 细 胞 水 ， 可 以 不 用 闭 眼 喷
1228	先 不 说 它 的 颜 值 的 真 太 措 人 了 。	先 不 说 它 的 颜 值 的 真 太 戳 人 了 。
1229	不 仅 可 以 用 于 去 眼 部 的 细 纹 ， 其 实 像 抬 头 纹 、 颈 纹 和 法 令 纹 都 科 以 淡 化 哦	不 仅 可 以 用 于 去 眼 部 的 细 纹 ， 其 实 像 抬 头 纹 、 颈 纹 和 法 令 纹 都 可 以 淡 化 哦
1230	因 为 它 是 一 款 省 水 化 妆 撐 ！	因 为 它 是 一 款 省 水 化 妆 棉 ！
1231	这 款 精 华 十 分 清 爽 ， 液 体 流 动 性 很 强 ， 洒 在 头 皮 上 很 容 易 吸 收 ， 用 完 以 后 还 有 额 外 加 乘 哦 ， 一 瓶 用 下 乃 头 发 竟 然 变 强 韧 顺 滑 了 ！	这 款 精 华 十 分 清 爽 ， 液 体 流 动 性 很 强 ， 洒 在 头 皮 上 很 容 易 吸 收 ， 用 完 以 后 还 有 额 外 加 乘 哦 ， 一 瓶 用 下 来 头 发 竟 然 变 强 韧 顺 滑 了 ！
1232	于 是 某 天 我 在 用 完 最 后 一 瓶 洗 发 水 的 情 况 下 把 它 找 出 来 试 了 左 下 ， 居 然 ！	于 是 某 天 我 在 用 完 最 后 一 瓶 洗 发 水 的 情 况 下 把 它 找 出 来 试 了 一 下 ， 居 然 ！
1233	洗 完 脸 后 真 体 嫩 滑 补 水 到 爆 ！	洗 完 脸 后 真 的 嫩 滑 补 水 到 爆 ！
1234	这 支 香 水 我 觉 得 可 以 用 有 禅 意 这 个 词 来 形 术 了	这 支 香 水 我 觉 得 可 以 用 有 禅 意 这 个 词 来 形 容 了
1235	真 的 超 级 显 白 的 蜜 桃 草 莓 色 ， 虽 然 没 有 大 热 的 3 1 6 火 ， 但 我 觉 得 这 支 更 适 合 少 女 ， 涂 上 少 女 气 息 扑 面 而 赖	真 的 超 级 显 白 的 蜜 桃 草 莓 色 ， 虽 然 没 有 大 热 的 3 1 6 火 ， 但 我 觉 得 这 支 更 适 合 少 女 ， 涂 上 少 女 气 息 扑 面 而 来
1236	这 支 染 唇 膏 是 丝 芙 兰 自 家 牌 子 ， 真 的 谁 涂 谁 显 白 ， 非 常 正 点 的 樱 桃 红 ， 薄 涂 是 嫩 嫩 的 苹 果 红 ， 份 提 气 色 ！	这 支 染 唇 膏 是 丝 芙 兰 自 家 牌 子 ， 真 的 谁 涂 谁 显 白 ， 非 常 正 点 的 樱 桃 红 ， 薄 涂 是 嫩 嫩 的 苹 果 红 ， 很 提 气 色 ！
1237	一 眼 就 看 中 了 ， 柜 姐 习 我 看 了 之 后 我 就 知 道 这 个 是 我 的 颜 色	一 眼 就 看 中 了 ， 柜 姐 给 我 看 了 之 后 我 就 知 道 这 个 是 我 的 颜 色
1238	很 喜 欢 它 的 无 壳 碎 花 ，	很 喜 欢 它 的 外 壳 碎 花 ，
1239	等 到 疫 情 郭 后 ， 要 去 门 店 试 试 馥 蕾 诗 其 他 产 品 。	等 到 疫 情 过 后 ， 要 去 门 店 试 试 馥 蕾 诗 其 他 产 品 。
1240	舒 缓 镇 定 ， 维 稳 肌 肤 ， 弹 嫩 梅 肌	舒 缓 镇 定 ， 维 稳 肌 肤 ， 弹 嫩 美 肌
1241	香 气 和 糍 感 都 很 不 错 。	香 气 和 肤 感 都 很 不 错 。
1242	修 复 维 稳 不 在 话 下 ， 这 次 新 出 的 第 三 代 红 腰 子 更 是 加 强 鸟 皮 肤 的 抵 御 力 、 耐 受 力 、 修 护 力 ！	修 复 维 稳 不 在 话 下 ， 这 次 新 出 的 第 三 代 红 腰 子 更 是 加 强 了 皮 肤 的 抵 御 力 、 耐 受 力 、 修 护 力 ！
1243	素 颜 涂 也 是 可 以 梯 无 论 薄 涂 还 是 厚 涂 都 日 常 滴 ！	素 颜 涂 也 是 可 以 滴 无 论 薄 涂 还 是 厚 涂 都 日 常 滴 ！
1244	价 格 上 来 说 ， 有 一 点 小 臜 。	价 格 上 来 说 ， 有 一 点 小 贵 。
1245	新 年 愿 望 说 了 也 没 用 ， 最 重 要 是 闪 心 、 开 心 最 重 要 。	新 年 愿 望 说 了 也 没 用 ， 最 重 要 是 开 心 、 开 心 最 重 要 。
1246	主 邀 是 还 适 合 孕 妇 使 用 。	主 要 是 还 适 合 孕 妇 使 用 。
1247	太 开 心 能 得 到 新 频 试 用 机 会 ！	太 开 心 能 得 到 新 品 试 用 机 会 ！
1248	除 了 紧 溪 快 速 补 水 的 效 果 外 ， 其 他 功 效 就 比 较 薄 弱 了 可 以 忽 略 不 计 了 ！	除 了 紧 急 快 速 补 水 的 效 果 外 ， 其 他 功 效 就 比 较 薄 弱 了 可 以 忽 略 不 计 了 ！
1249	它 的 质 地 不 像 普 冬 的 精 华 这 么 油 比 较 清 透 ！	它 的 质 地 不 像 普 通 的 精 华 这 么 油 比 较 清 透 ！
1250	迪 奥 红 管 口 红 一 贯 的 半 哑 光 质 地 ， 比 较 滋 润 的 同 时 只 有 光 泽 感	迪 奥 红 管 口 红 一 贯 的 半 哑 光 质 地 ， 比 较 滋 润 的 同 时 又 有 光 泽 感
1251	下 次 等 有 活 动 的 时 候 再 顿 货	下 次 等 有 活 动 的 时 候 再 囤 货
1252	且 贵 妇 ， 真 滋 润 ， 真 玫 瑰 香 ， 给 我 买 ！	真 贵 妇 ， 真 滋 润 ， 真 玫 瑰 香 ， 给 我 买 ！
1253	海 绵 头 和 毛 绒 刷 头 的 结 合 做 到 了 一 点 一 拍 的 精 准 高 遮 瑕 ， 皮 肤 上 的 小 瑕 疵 不 再 担 心 ， 轻 松 解 觉 ！	海 绵 头 和 毛 绒 刷 头 的 结 合 做 到 了 一 点 一 拍 的 精 准 高 遮 瑕 ， 皮 肤 上 的 小 瑕 疵 不 再 担 心 ， 轻 松 解 决 ！
1254	皮 肤 好 差 提 ， 痘 痘 、 过 敏 都 有	皮 肤 好 差 的 ， 痘 痘 、 过 敏 都 有
1255	奥 玛 珍 持 久 遮 瑕 膏 ， 这 个 遮 瑕 膏 遮 瑕 力 度 很 不 错 ， 我 溢 般 用 于 遮 盖 黑 眼 圈 和 小 斑 点 ！	奥 玛 珍 持 久 遮 瑕 膏 ， 这 个 遮 瑕 膏 遮 瑕 力 度 很 不 错 ， 我 一 般 用 于 遮 盖 黑 眼 圈 和 小 斑 点 ！
1256	含 有 5 忠 透 明 质 酸 ， 超 久 保 湿 ， 水 润 肌 肤 。	含 有 5 种 透 明 质 酸 ， 超 久 保 湿 ， 水 润 肌 肤 。
1257	另 一 头 这 次 的 眉 闸 好 方 便 ！	另 一 头 这 次 的 眉 刷 好 方 便 ！
1258	对 于 沙 发 发 质 非 常 友 好 ， 可 以 抚 平 头 顶 毛 躁 的 说 发 。	对 于 沙 发 发 质 非 常 友 好 ， 可 以 抚 平 头 顶 毛 躁 的 碎 发 。
1259	滑 溜 滑 溜 肤 感 是 我 用 过 最 喜 櫛 的 面 霜 了 !	滑 溜 滑 溜 肤 感 是 我 用 过 最 喜 欢 的 面 霜 了 !
1260	而 且 这 个 花 冲 的 喷 头 很 细 密 。	而 且 这 个 花 水 的 喷 头 很 细 密 。
1261	什 么 好 用 的 东 细 都 可 以 找 到 ！	什 么 好 用 的 东 西 都 可 以 找 到 ！
1262	不 德 不 说 纯 纯 的 玫 瑰 香	不 得 不 说 纯 纯 的 玫 瑰 香
1263	啊 啊 啊 啊 啊 啊 实 在 是 想 不 痛 ！	啊 啊 啊 啊 啊 啊 实 在 是 想 不 通 ！
1264	自 己 都 忍 不 住 想 右 咬 一 口 。	自 己 都 忍 不 住 想 要 咬 一 口 。
1265	最 明 显 就 是 改 善 粗 糙 毛 恐 也 跟 着 细 腻 不 少	最 明 显 就 是 改 善 粗 糙 毛 孔 也 跟 着 细 腻 不 少
1266	橡 次 出 门 都 会 被 闺 蜜 们 ！	每 次 出 门 都 会 被 闺 蜜 们 ！
1267	上 妆 卡 粉 根 本 不 存 布 的 。	上 妆 卡 粉 根 本 不 存 在 的 。
1268	带 妆 1 0 小 时 完 全 没 问 题 只 有 鼻 翼 处 会 泛 油 光 追 近 最 爱 的 养 肤 粉 底 液 没 有 之 一 ！	带 妆 1 0 小 时 完 全 没 问 题 只 有 鼻 翼 处 会 泛 油 光 最 近 最 爱 的 养 肤 粉 底 液 没 有 之 一 ！
1269	说 起 耐 红 腰 子 真 的 是 已 经 陪 伴 我 多 年 了	说 起 来 红 腰 子 真 的 是 已 经 陪 伴 我 多 年 了
1270	施 合 追 求 高 雅 又 偏 爱 小 众 的 优 雅 女 生 ， 将 高 级 的 味 道 喷 在 身 上 ， 你 就 是 人 群 中 最 闪 耀 的 女 王 。	适 合 追 求 高 雅 又 偏 爱 小 众 的 优 雅 女 生 ， 将 高 级 的 味 道 喷 在 身 上 ， 你 就 是 人 群 中 最 闪 耀 的 女 王 。
1271	只 要 把 精 华 粉 与 精 炳 液 调 匀 即 可 。	只 要 把 精 华 粉 与 精 华 液 调 匀 即 可 。
1272	网 上 七 夕 节 前 礼 物 攻 略 这 个 唇 釉 提 及 次 数 还 四 比 较 多 的 ， 得 偿 所 愿 ， 节 后 收 到 了 。	网 上 七 夕 节 前 礼 物 攻 略 这 个 唇 釉 提 及 次 数 还 是 比 较 多 的 ， 得 偿 所 愿 ， 节 后 收 到 了 。
1273	把 那 个 亮 橘 色 薄 薄 涂 抹 开 ， 然 后 叠 加 頼 个 同 色 系 深 的 砖 红 色 ！	把 那 个 亮 橘 色 薄 薄 涂 抹 开 ， 然 后 叠 加 一 个 同 色 系 深 的 砖 红 色 ！
1274	用 了 一 下 质 地 卷 是 很 清 爽 的 ， 流 动 性 也 不 错 ！	用 了 一 下 质 地 还 是 很 清 爽 的 ， 流 动 性 也 不 错 ！
1275	用 起 来 很 方 便 ， 洁 面 后 先 用 1 号 棉 片 擦 拭 全 脸 ， 再 湿 敷 忙 鼻 子 和 下 巴 ， 刚 上 脸 会 有 点 刺 刺 的 ， 但 皮 肤 没 有 变 红 ， 所 以 能 接 受	用 起 来 很 方 便 ， 洁 面 后 先 用 1 号 棉 片 擦 拭 全 脸 ， 再 湿 敷 下 鼻 子 和 下 巴 ， 刚 上 脸 会 有 点 刺 刺 的 ， 但 皮 肤 没 有 变 红 ， 所 以 能 接 受
1276	像 我 这 种 总 熬 夜 追 许 的 可 以 解 救 一 下	像 我 这 种 总 熬 夜 追 剧 的 可 以 解 救 一 下
1277	因 为 我 脸 上 有 些 痘 印 ， 柜 姐 帮 我 叠 加 了 两 层 感 觉 就 遮 得 七 七 八 八 了 ， 遮 瑕 力 还 不 错 哦 ， 而 且 也 没 有 限 厚 重 假 面 的 感 觉 ！	因 为 我 脸 上 有 些 痘 印 ， 柜 姐 帮 我 叠 加 了 两 层 感 觉 就 遮 得 七 七 八 八 了 ， 遮 瑕 力 还 不 错 哦 ， 而 且 也 没 有 很 厚 重 假 面 的 感 觉 ！
1278	既 可 以 保 湿 又 可 乙 修 复 肌 肤	既 可 以 保 湿 又 可 以 修 复 肌 肤
1279	淡 淡 的 乳 黄 质 地 ， 灰 常 好 吸 收 一 点 也 不 念 腻 。	淡 淡 的 乳 黄 质 地 ， 灰 常 好 吸 收 一 点 也 不 黏 腻 。
1280	产 品 成 分 方 面 ， 这 莞 精 华 也 很 棒 。	产 品 成 分 方 面 ， 这 款 精 华 也 很 棒 。
1281	1 0 7 还 是 很 值 得 员 的 ， 显 白 也 不 怎 么 挑 皮	1 0 7 还 是 很 值 得 买 的 ， 显 白 也 不 怎 么 挑 皮
1282	宽 头 可 以 大 面 积 晕 染 誣 头 可 以 很 好 的 处 理 细 节 ！	宽 头 可 以 大 面 积 晕 染 窄 头 可 以 很 好 的 处 理 细 节 ！
1283	果 然 就 像 柜 姐 说 的 皮 肤 就 跟 吸 饱 了 水 分 一 样 ， 脸 顺 滑 细 嫩 ， 化 妆 之 后 超 级 服 帖 ， 底 庄 简 直 不 要 太 好 看 ！	果 然 就 像 柜 姐 说 的 皮 肤 就 跟 吸 饱 了 水 分 一 样 ， 脸 顺 滑 细 嫩 ， 化 妆 之 后 超 级 服 帖 ， 底 妆 简 直 不 要 太 好 看 ！
1284	和 旁 边 的 偏 金 色 的 叨 色 混 合 后 就 非 常 自 然 了 。	和 旁 边 的 偏 金 色 的 粉 色 混 合 后 就 非 常 自 然 了 。
1285	冬 天 脸 上 再 也 没 有 紧 绷 感 ， 每 天 出 门 脸 部 肌 肤 都 是 柔 借 的 ， 再 也 没 有 干 痒 的 难 受 。	冬 天 脸 上 再 也 没 有 紧 绷 感 ， 每 天 出 门 脸 部 肌 肤 都 是 柔 润 的 ， 再 也 没 有 干 痒 的 难 受 。
1286	关 键 价 格 白 菜 ， 其 有 效 修 护 并 恢 复 肌 肤 年 轻 活 力 ， 能 减 少 并 卓 效 改 善 受 损 肌 肤 ， 点 燃 肌 肤 抗 老 防 御 纪 制 。	关 键 价 格 白 菜 ， 其 有 效 修 护 并 恢 复 肌 肤 年 轻 活 力 ， 能 减 少 并 卓 效 改 善 受 损 肌 肤 ， 点 燃 肌 肤 抗 老 防 御 机 制 。
1287	这 款 眼 霜 针 对 细 纹 是 真 的 有 效 果 ， 之 前 眼 角 的 细 纹 困 扰 我 很 久 ， 尤 其 是 上 妆 还 会 出 现 柴 粉 现 象 。	这 款 眼 霜 针 对 细 纹 是 真 的 有 效 果 ， 之 前 眼 角 的 细 纹 困 扰 我 很 久 ， 尤 其 是 上 妆 还 会 出 现 卡 粉 现 象 。
1288	而 且 牺 原 本 就 想 入 一 些 可 以 初 抗 老 的	而 且 我 原 本 就 想 入 一 些 可 以 初 抗 老 的
1289	两 两 潮 尿 酸 桃 胶 保 湿 面 膜	两 两 玻 尿 酸 桃 胶 保 湿 面 膜
1290	秋 季 典 眼 女 神 必 备 系 列 来 袭 ！	秋 季 电 眼 女 神 必 备 系 列 来 袭 ！
1291	就 算 他 通 宵 加 班 ， 使 用 之 后 第 二 天 起 来 皮 湖 也 不 会 像 以 前 那 样 暗 沉 粗 糙 了 。	就 算 他 通 宵 加 班 ， 使 用 之 后 第 二 天 起 来 皮 肤 也 不 会 像 以 前 那 样 暗 沉 粗 糙 了 。
1292	正 装 我 是 没 有 褂 ， 不 过 有 送 小 样 ， 哈 哈	正 装 我 是 没 有 买 ， 不 过 有 送 小 样 ， 哈 哈
1293	作 为 一 个 丝 芙 兰 的 老 粉 丝 茉 说 ， 丝 芙 兰 真 的 是 给 了 我 无 数 惊 喜 ！	作 为 一 个 丝 芙 兰 的 老 粉 丝 来 说 ， 丝 芙 兰 真 的 是 给 了 我 无 数 惊 喜 ！
1294	味 道 是 一 踪 很 疗 愈 、 清 新 、 放 松 的 味 道 ！	味 道 是 一 种 很 疗 愈 、 清 新 、 放 松 的 味 道 ！
1295	出 圈 时 刻 ， 让 资 生 堂 混 腰 子 精 华 助 我 们 一 臂 之 力 ！	出 圈 时 刻 ， 让 资 生 堂 红 腰 子 精 华 助 我 们 一 臂 之 力 ！
1296	是 丝 芙 兰 独 家 发 受 新 品 ！	是 丝 芙 兰 独 家 发 售 新 品 ！
1297	质 地 超 滋 润 ， 无 油 的 配 方 ， 虽 然 是 面 霜 钧 质 地 ， 接 触 肌 肤 无 粘 腻 感 ， 推 荐 给 爱 底 妆 的 男 生 女 生 们 ！	质 地 超 滋 润 ， 无 油 的 配 方 ， 虽 然 是 面 霜 的 质 地 ， 接 触 肌 肤 无 粘 腻 感 ， 推 荐 给 爱 底 妆 的 男 生 女 生 们 ！
1298	而 且 混 油 皮 帝 我 用 着 也 不 会 觉 得 油 腻 腻 的 难 受 还 蛮 清 爽 ！	而 且 混 油 皮 的 我 用 着 也 不 会 觉 得 油 腻 腻 的 难 受 还 蛮 清 爽 ！
1299	所 以 建 议 大 家 在 面 霜 钧 选 择 ， 尽 量 可 以 日 晚 霜 搭 配 使 用 ！	所 以 建 议 大 家 在 面 霜 的 选 择 ， 尽 量 可 以 日 晚 霜 搭 配 使 用 ！
1300	粉 底 的 质 地 比 较 厚 ， 但 是 非 常 后 推 开 ， 水 油 比 例 恰 到 好 处	粉 底 的 质 地 比 较 厚 ， 但 是 非 常 好 推 开 ， 水 油 比 例 恰 到 好 处
1301	独 家 专 利 的 真 细 胞 水 加 伤 肌 源 焕 活 技 术	独 家 专 利 的 真 细 胞 水 加 上 肌 源 焕 活 技 术
1302	然 后 夏 天 用 的 倩 碧 透 明 黄 油 闲 置 了 想 着 独 是 啫 喱 的	然 后 夏 天 用 的 倩 碧 透 明 黄 油 闲 置 了 想 着 都 是 啫 喱 的
1303	其 实 ， 只 要 你 会 看 成 分 ， 就 能 发 现 拿 些 平 替 是 真 的 高 性 价 比 的 大 牌 替 代 了 ！	其 实 ， 只 要 你 会 看 成 分 ， 就 能 发 现 哪 些 平 替 是 真 的 高 性 价 比 的 大 牌 替 代 了 ！
1304	质 地 也 轻 薄 水 润 清 清 爽 爽 的 上 脸 0 负 担 对 肌 肤 也 是 蛮 友 好 完 全 不 用 觉 得 有 镰 重 感 ！	质 地 也 轻 薄 水 润 清 清 爽 爽 的 上 脸 0 负 担 对 肌 肤 也 是 蛮 友 好 完 全 不 用 觉 得 有 厚 重 感 ！
1305	总 共 有 1 0 种 不 同 的 口 味 ， 可 以 满 足 不 同 肌 肤 濡 求 ， 性 价 比 极 高 ， 最 关 键 的 是 仅 在 丝 芙 兰 售 卖 ！	总 共 有 1 0 种 不 同 的 口 味 ， 可 以 满 足 不 同 肌 肤 需 求 ， 性 价 比 极 高 ， 最 关 键 的 是 仅 在 丝 芙 兰 售 卖 ！
1306	迪 奥 雪 晶 灵 焕 亮 轻 盈 防 晒 暑	迪 奥 雪 晶 灵 焕 亮 轻 盈 防 晒 霜
1307	然 后 拿 了 个 小 签 签 在 瓶 子 底 部 的 洞 里 推 了 一 峡 就 可 以 按 出 来 了	然 后 拿 了 个 小 签 签 在 瓶 子 底 部 的 洞 里 推 了 一 下 就 可 以 按 出 来 了
1308	厚 涂 润 泽 有 光 感 的 红 棕 色 ， 虽 然 看 介 绍 有 点 点 橘 涉 ， 但 我 用 过 后 却 完 全 看 不 出 。	厚 涂 润 泽 有 光 感 的 红 棕 色 ， 虽 然 看 介 绍 有 点 点 橘 色 ， 但 我 用 过 后 却 完 全 看 不 出 。
1309	就 是 味 道 丈 的 太 香 了 ，	就 是 味 道 真 的 太 香 了 ，
1310	小 奋 子 玻 尿 酸 是 第 一 选 择 ！	小 分 子 玻 尿 酸 是 第 一 选 择 ！
1311	后 巫 接 着 用 了 兰 蔻 菁 纯 眼 霜 大 半 个 月 吧 ， 卡 粉 现 象 真 的 好 多 了 。	后 来 接 着 用 了 兰 蔻 菁 纯 眼 霜 大 半 个 月 吧 ， 卡 粉 现 象 真 的 好 多 了 。
